id,spkid,target_initials_1,target_initials_2,target_initials_3,spoken_initials_1,spoken_initials_2,spoken_initials_3,target_consonants_1,target_consonants_2,target_consonants_3,spoken_consonants1,spoken_consonants2,spoken_consonants3,target_tones_1,target_tones_2,target_tones_3,spoken_tones_1,spoken_tones_2,spoken_tones_3
33169,154,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,1,1,1,1,1,1
33170,154,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
33171,154,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,1,1,1,1,1,1
33172,154,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
33173,154,p,p,p,p,p,p,in,in,in,in,in,in,1,1,1,1,1,1
33174,154,t,t,t,t,t,t,u,u,u,u,u,u,2,2,2,2,2,2
33175,154,p,p,p,p,p,p,in,in,in,in,in,in,1,1,1,1,1,1
33176,154,t,t,t,t,t,t,u,u,u,u,u,u,2,2,2,2,2,2
33177,154,m,m,m,m,m,m,u,u,u,u,u,u,4,4,4,4,4,4
33178,154,q,q,q,q,q,q,in,in,in,in,in,in,2,2,2,2,2,2
33179,154,j,j,j,j,j,j,ing,ing,ing,ing,ing,ing,4,4,4,4,4,4
33180,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33181,154,j,j,j,j,j,j,ing,ing,ing,ing,ing,ing,4,4,4,4,4,4
33182,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33183,154,l,l,l,l,l,y,iu,iu,iu,iu,iu,ou,2,2,2,2,2,2
33184,154,l,l,l,l,l,l,ian,ian,ian,ian,ian,ian,2,2,2,2,2,2
33185,154,ch,ch,ch,ch,ch,ch,eng,eng,eng,eng,eng,eng,2,2,2,2,2,2
33186,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33187,154,j,j,j,j,j,j,v,v,v,v,v,v,2,2,2,2,2,2
33188,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33189,154,j,j,j,j,j,j,v,v,v,v,v,v,2,2,2,2,2,2
33190,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33191,154,k,k,k,k,k,k,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
33192,154,q,q,q,q,q,q,ve,ve,ve,ve,ve,ve,4,4,4,4,4,4
33193,154,k,k,k,k,k,k,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
33194,154,l,l,l,l,l,l,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
33195,154,k,k,k,k,k,k,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
33196,154,zh,zh,zh,zh,zh,zh,ao,ao,ao,ao,ao,ao,4,4,4,4,4,4
33197,154,m,m,m,m,m,m,o,o,o,o,o,o,2,2,2,2,2,2
33198,154,g,g,g,g,g,g,u,u,u,u,u,u,5,5,5,5,5,5
33199,154,p,p,p,p,p,p,en,en,en,en,en,en,1,1,1,1,1,1
33200,154,q,q,q,q,q,q,van,van,van,van,van,van,2,2,2,2,2,2
33201,154,p,p,p,p,p,p,en,en,en,en,en,en,1,1,1,1,1,1
33202,154,q,q,q,q,q,q,van,van,van,van,van,van,2,2,2,2,2,2
33203,154,p,p,p,p,p,p,en,en,en,en,en,en,1,1,1,1,1,1
33204,154,q,q,q,q,q,q,van,van,van,van,van,van,2,2,2,2,2,2
33205,154,q,q,q,q,q,q,van,van,van,van,van,van,2,2,2,2,2,2
33206,154,t,t,t,t,t,t,ou,ou,ou,ou,ou,ou,5,5,5,5,5,5
33207,154,r,r,r,r,r,r,i,i,i,i,i,i,4,4,4,4,4,4
33208,154,l,l,l,l,l,l,i,i,i,i,i,i,4,4,4,4,4,4
33209,154,sh,sh,sh,sh,sh,sh,i,i,i,i,i,i,2,2,2,2,2,2
33210,154,t,t,t,t,t,t,ou,ou,ou,ou,ou,ou,5,5,5,2,5,2
33211,154,k,k,k,k,k,k,u,u,u,u,u,u,3,3,3,3,3,3
33212,154,g,g,g,g,g,g,ua,ua,ua,ua,ua,ua,1,1,1,1,1,1
33213,154,l,l,l,l,l,l,i,i,i,i,i,i,3,3,3,3,3,3
33214,154,h,h,h,h,h,h,ua,ua,ua,ua,ua,ua,1,1,1,1,1,1
33215,154,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,2,2,2,2,2,2
33216,154,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,5,5,5,5,5,5
33217,154,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,2,2,2,2,2,2
33218,154,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,5,5,5,5,5,5
33219,154,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,2,2,2,2,2,2
33220,154,零,零,零,零,零,零,ua,ua,ua,ua,ua,ua,5,5,5,5,5,5
33221,154,g,g,g,g,g,g,uai,uai,uai,uai,uai,uai,3,3,3,3,3,3
33222,154,g,g,g,g,g,g,un,un,un,un,un,un,4,4,4,4,4,4
33223,154,k,k,k,k,k,k,uai,uai,uai,uai,uai,uai,4,4,4,4,4,4
33224,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33225,154,ch,ch,ch,ch,ch,ch,uang,uang,uang,uang,uang,uang,1,1,1,1,1,1
33226,154,h,h,h,h,h,h,u,u,u,u,u,u,5,5,5,5,5,5
33227,154,t,t,t,t,t,t,ie,ie,ie,ie,ie,ie,3,3,3,3,3,3
33228,154,g,g,g,g,g,g,ui,ui,ui,ui,ui,ui,3,3,3,4,4,4
33229,154,d,d,d,d,d,d,un,un,un,un,un,un,1,1,1,1,1,1
33230,154,b,b,b,b,b,b,u,u,u,u,u,u,4,4,4,4,4,4
33231,154,d,d,d,d,d,d,un,un,un,un,un,un,1,1,1,1,1,1
33232,154,b,b,b,b,b,b,u,u,u,u,u,u,4,4,4,4,4,4
33233,154,l,l,l,l,l,l,un,un,un,un,un,un,2,2,2,2,2,2
33234,154,t,t,t,t,t,t,ai,ai,ai,ai,ai,ai,1,1,1,1,1,1
33235,154,h,h,h,h,h,h,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
33236,154,t,t,t,t,t,t,un,un,un,un,un,un,2,2,2,2,2,2
33237,154,h,h,h,h,h,h,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
33238,154,t,t,t,t,t,t,un,un,un,un,un,un,2,2,2,2,2,2
33239,154,zh,zh,zh,zh,zh,zh,uo,uo,uo,uo,uo,uo,1,1,1,1,1,1
33240,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33241,154,b,b,b,b,b,b,o,o,o,o,o,o,1,1,1,1,1,1
33242,154,l,l,l,l,l,l,uo,uo,uo,uo,uo,uo,2,2,2,2,2,2
33243,154,t,t,t,t,t,t,uo,uo,uo,uo,uo,uo,2,2,2,3,3,3
33244,154,n,n,n,n,n,n,iao,iao,iao,iao,iao,iao,3,3,3,2,3,2
33245,154,t,t,t,t,t,t,uo,uo,uo,uo,uo,uo,2,2,2,3,3,3
33246,154,n,n,n,n,l,n,iao,iao,iao,iao,iao,iao,3,3,3,2,3,2
33247,154,零,零,零,零,零,零,v,v,v,v,v,v,4,4,4,4,4,4
33248,154,m,m,m,m,m,m,i,i,i,i,i,i,3,3,3,3,3,3
33249,154,零,零,零,零,零,零,v,v,v,v,v,v,4,4,4,4,4,4
33250,154,m,m,m,m,m,m,i,i,i,i,i,i,3,3,3,3,3,3
33251,154,g,g,g,g,g,g,ua,ua,ua,ua,ua,ua,1,1,1,1,1,1
33252,154,z,z,z,z,z,z,i,i,i,i,i,i,3,3,3,3,3,3
33253,154,g,g,g,g,g,g,ua,ua,ua,ua,ua,ua,1,1,1,1,1,1
33254,154,z,z,z,z,z,z,i,i,i,i,i,i,3,3,3,3,3,3
33255,154,g,g,g,g,g,g,ua,ua,ua,ua,ua,ua,1,1,1,1,1,1
33256,154,z,z,z,z,z,z,i,i,i,i,i,i,3,3,3,3,3,3
33257,154,z,z,z,z,z,z,u,u,u,u,u,u,2,2,2,3,3,3
33258,154,q,q,q,q,q,q,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
33259,154,z,z,z,z,z,z,u,u,u,u,u,u,2,2,2,2,2,2
33260,154,q,q,q,q,q,q,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
33261,154,k,k,k,k,k,k,e,e,e,e,e,e,1,1,1,1,1,1
33262,154,d,d,d,d,d,d,ou,ou,ou,ou,ou,ou,3,3,3,3,3,2
33263,154,c,c,c,c,c,c,ao,ao,ao,ao,ao,ao,3,3,3,3,3,3
33264,154,m,m,m,m,m,m,ei,ei,ei,ei,ei,ei,2,2,2,2,2,2
33265,154,n,n,n,l,n,n,ing,ing,ing,ing,ing,ing,2,2,2,2,2,2
33266,154,m,m,m,m,m,m,eng,eng,eng,eng,eng,eng,2,2,2,2,2,2
33267,154,n,n,n,l,n,n,ing,ing,ing,ing,ing,ing,2,2,2,2,2,2
33268,154,m,m,m,m,m,m,eng,eng,eng,eng,eng,eng,2,2,2,2,2,2
33269,154,m,m,m,m,m,m,i,i,i,i,i,i,4,4,4,4,4,4
33270,154,f,f,f,f,f,f,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
33271,154,m,m,m,m,m,m,i,i,i,i,i,i,4,4,4,4,4,4
33272,154,f,f,f,f,f,f,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
33273,154,零,零,零,零,零,零,ia,ia,ia,ia,ia,ia,2,2,2,2,2,2
33274,154,ch,ch,ch,ch,ch,ch,i,i,i,i,i,i,3,3,3,3,3,3
33275,154,p,p,p,p,p,p,ing,ing,ing,ing,ing,ing,2,2,2,2,2,2
33276,154,g,g,g,g,g,g,uo,uo,uo,uo,uo,uo,3,3,3,2,3,3
33277,154,q,q,q,q,q,q,iu,iu,iu,iu,iu,iu,1,1,1,1,1,1
33278,154,q,q,q,q,q,q,ian,ian,ian,ian,ian,ian,1,1,1,1,1,1
33279,154,j,j,j,j,j,j,v,v,v,v,v,v,4,4,4,4,4,4
33280,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33281,154,j,j,j,j,j,j,v,v,v,v,v,v,4,4,4,4,4,4
33282,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33283,154,j,j,j,j,j,j,v,v,v,v,v,v,4,4,4,4,4,4
33284,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33285,154,m,m,m,m,m,m,i,i,i,i,i,i,3,3,3,3,3,3
33286,154,f,f,f,f,f,f,an,an,an,an,an,an,4,4,4,4,4,4
33287,154,m,m,m,m,m,m,i,i,i,i,i,i,3,3,3,3,3,3
33288,154,f,f,f,f,f,f,an,an,an,an,an,an,4,4,4,4,4,4
33289,154,ch,ch,ch,ch,ch,ch,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
33290,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33291,154,ch,ch,ch,ch,ch,ch,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
33292,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33293,154,p,p,p,p,p,p,u,u,u,u,u,u,2,2,2,2,2,2
33294,154,t,t,t,t,t,t,ao,ao,ao,ao,ao,ao,5,5,5,5,5,2
33295,154,s,s,s,s,s,s,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
33296,154,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,3,3,3,3,3,3
33297,154,s,s,s,s,s,s,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
33298,154,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,3,3,3,3,3,3
33299,154,zh,zh,zh,zh,zh,zh,ua,ua,ua,ua,ua,ua,3,3,3,1,1,1
33300,154,z,z,z,z,z,z,i,i,i,i,i,i,5,5,5,5,5,5
33301,155,b,b,b,b,b,b,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
33302,155,b,b,b,b,b,b,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
33303,155,t,t,t,t,t,t,a,a,a,a,a,a,3,3,3,3,3,3
33304,155,t,t,t,t,t,t,a,a,a,a,a,a,3,3,3,3,3,3
33305,155,ch,ch,ch,ch,ch,ch,a,a,a,a,a,a,2,2,2,2,2,2
33306,155,c,c,c,c,c,c,ai,ai,ai,ai,ai,ai,4,4,4,4,4,4
33307,155,c,c,c,ch,c,c,an,an,an,an,an,an,2,2,2,2,2,2
33308,155,c,c,c,c,c,c,an,an,an,an,an,an,2,2,2,2,2,2
33309,155,c,c,c,j,c,j,an,an,an,ian,an,ian,2,2,2,3,2,3
33310,155,c,c,c,c,c,c,an,an,an,an,an,an,2,2,2,2,2,2
33311,155,c,c,c,ch,c,c,an,an,an,an,an,an,2,2,2,2,2,2
33312,155,c,c,c,c,c,c,an,an,an,an,an,an,2,2,2,2,2,2
33313,155,c,c,c,c,c,c,an,an,an,an,an,an,2,2,2,2,2,2
33314,155,t,t,t,t,t,t,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
33315,155,l,l,l,l,l,l,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
33316,155,l,l,l,l,l,l,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
33317,155,l,l,l,l,l,l,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
33318,155,c,c,c,c,c,c,ao,ao,ao,ao,ao,ao,3,3,3,3,3,3
33319,155,z,z,z,z,z,z,ao,ao,ao,ao,ao,ao,4,4,4,4,4,4
33320,155,b,b,b,b,b,b,ing,ing,ing,ing,ing,ing,3,3,3,3,3,3
33321,155,b,b,b,b,b,b,ing,ing,ing,ing,ing,ing,3,3,3,2,3,2
33322,155,ch,ch,ch,ch,ch,ch,eng,eng,eng,eng,eng,eng,4,4,4,4,4,4
33323,155,ch,ch,ch,ch,ch,ch,eng,eng,eng,eng,eng,eng,4,4,4,4,4,4
33324,155,d,d,d,d,d,d,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
33325,155,d,d,d,d,d,d,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
33326,155,d,d,d,d,d,d,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
33327,155,d,d,d,d,d,d,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
33328,155,d,d,d,d,d,d,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
33329,155,ch,ch,ch,ch,ch,ch,e,e,e,e,e,e,1,1,1,1,1,1
33330,155,ch,ch,ch,ch,ch,ch,e,e,e,e,e,e,1,1,1,1,1,1
33331,155,零,零,零,零,零,零,e,e,e,e,e,e,2,2,2,2,2,2
33332,155,零,零,零,零,零,零,e,e,e,e,e,e,2,2,2,2,2,2
33333,155,零,零,零,零,零,零,e,e,e,e,e,e,2,2,2,2,2,2
33334,155,h,h,h,h,h,h,ei,ei,ei,ei,ei,ei,1,1,1,1,1,1
33335,155,h,h,h,h,h,h,ei,ei,ei,ei,ei,ei,1,1,1,1,1,1
33336,155,zh,zh,zh,zh,zh,zh,en,en,en,en,en,en,1,1,1,1,1,1
33337,155,r,r,r,r,r,r,en,en,en,en,en,en,2,2,2,2,2,2
33338,155,r,r,r,r,r,r,en,en,en,en,en,en,2,2,2,2,2,2
33339,155,r,r,r,r,r,r,en,en,en,en,en,en,2,2,2,2,2,2
33340,155,r,r,r,r,r,r,en,en,en,en,en,en,2,2,2,2,2,2
33341,155,r,r,r,r,r,r,en,en,en,en,en,en,2,2,2,2,2,2
33342,155,f,f,f,f,f,f,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
33343,155,f,f,f,f,f,f,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
33344,155,f,f,f,f,f,f,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
33345,155,f,f,f,f,f,f,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
33346,155,零,零,零,零,零,零,er,er,er,er,er,er,4,4,4,4,4,4
33347,155,零,零,零,零,零,零,er,er,er,er,er,er,4,4,4,4,4,4
33348,155,零,零,零,零,零,零,er,er,er,er,er,er,4,4,4,4,4,4
33349,155,g,g,g,g,g,g,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
33350,155,g,g,g,g,g,g,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
33351,155,g,g,g,g,g,g,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
33352,155,g,g,g,g,g,g,uang,uang,uang,uang,uang,uang,1,1,1,1,1,1
33353,155,h,h,h,h,h,h,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
33354,155,h,h,h,h,h,h,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
33355,155,h,h,h,h,h,h,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
33356,155,h,h,h,h,h,h,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
33357,155,h,h,h,h,h,h,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
33358,155,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
33359,155,b,b,b,b,b,b,i,i,i,i,i,i,3,3,3,3,3,3
33360,155,m,m,m,m,m,m,i,i,i,i,i,i,3,3,3,3,3,3
33361,155,x,x,x,x,x,x,ia,ia,ia,ia,ia,ia,1,1,1,1,1,1
33362,155,l,l,l,l,l,l,ian,ian,ian,ian,ian,ian,3,3,3,3,3,3
33363,155,零,零,零,零,零,零,iang,iang,iang,iang,iang,iang,2,2,2,2,2,2
33364,155,j,j,j,j,j,j,iang,iang,iang,iang,iang,iang,1,1,1,1,1,1
33365,155,j,j,j,j,j,j,iang,iang,iang,iang,iang,iang,1,1,1,1,1,1
33366,155,j,j,j,j,j,j,iang,iang,iang,iang,iang,iang,1,1,1,1,1,1
33367,155,j,j,j,j,j,j,iang,iang,iang,iang,iang,iang,1,1,1,1,1,1
33368,155,q,q,q,q,q,q,iao,iao,iao,iao,iao,iao,2,2,2,2,2,2
33369,155,p,p,p,p,p,p,iao,iao,iao,iao,iao,iao,4,4,4,4,4,4
33370,155,x,x,x,x,x,x,ie,ie,ie,ie,ie,ie,2,2,2,2,2,2
33371,155,x,x,x,x,x,x,ie,ie,ie,ie,ie,ie,2,2,2,2,2,2
33372,155,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,3,3,3,3,3,3
33373,155,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,3,3,3,3,3,3
33374,155,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,3,3,3,3,3,3
33375,155,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,3,3,3,3,3,3
33376,155,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,3,3,3,3,3,3
33377,155,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,3,3,3,3,3,3
33378,155,zh,zh,zh,zh,zh,zh,i,i,i,i,i,i,3,3,3,3,3,3
33379,155,x,x,x,x,x,x,in,in,in,in,in,in,1,1,1,1,1,1
33380,155,x,x,x,x,x,x,iong,iong,iong,iong,iong,iong,2,2,2,2,2,2
33381,155,x,x,x,x,x,x,iong,iong,iong,iong,iong,iong,2,2,2,2,2,2
33382,155,x,x,x,x,x,x,iong,iong,iong,iong,iong,iong,2,2,2,2,2,2
33383,155,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
33384,155,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
33385,155,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
33386,155,j,j,j,j,j,j,i,i,i,i,i,i,1,1,1,1,1,1
33387,155,l,l,l,l,l,l,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
33388,155,l,l,l,l,l,l,i,i,i,i,i,i,2,2,2,2,2,2
33389,155,l,l,l,l,l,l,i,i,i,i,i,i,2,2,2,2,2,2
33390,155,n,n,n,n,n,n,iao,iao,iao,iao,iao,iao,3,3,3,3,3,3
33391,155,t,t,t,t,t,t,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
33392,155,t,t,t,t,t,t,ong,ong,ong,ong,ong,ong,3,3,3,3,3,3
33393,155,zh,zh,zh,zh,zh,zh,ong,ong,ong,ong,ong,ong,1,1,1,1,1,1
33394,155,r,r,r,r,r,r,ou,ou,ou,ou,ou,ou,4,4,4,4,4,4
33395,155,零,零,零,零,零,零,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
33396,155,零,零,零,零,零,零,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
33397,155,零,零,零,零,零,零,ou,ou,ou,ou,ou,ou,3,3,3,3,3,3
33398,155,s,s,s,s,s,s,uan,uan,uan,uan,uan,uan,4,4,4,4,4,4
33399,155,s,s,s,s,s,s,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
33400,155,s,s,s,s,s,s,un,un,un,un,un,un,3,3,3,3,3,3
33401,155,s,s,s,s,s,s,un,un,un,un,un,un,3,3,3,3,3,3
33402,155,s,s,s,s,s,s,un,un,un,un,un,un,3,3,3,3,3,3
33403,155,s,s,s,s,s,s,un,un,un,un,un,un,3,3,3,3,3,3
33404,155,s,s,s,s,s,s,un,un,un,un,un,un,3,3,3,3,3,3
33405,155,s,s,s,s,s,s,un,un,un,un,un,un,3,3,3,3,3,3
33406,155,s,s,s,s,s,s,un,un,un,un,un,un,3,3,3,3,3,3
33407,155,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
33408,155,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
33409,155,sh,sh,sh,sh,sh,sh,u,u,u,u,u,u,1,1,1,1,1,1
33410,155,t,t,t,t,t,t,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
33411,155,g,g,g,g,g,g,u,u,u,u,u,u,3,3,3,3,3,3
33412,155,g,g,g,g,g,g,u,u,u,u,u,u,3,3,3,3,3,3
33413,155,b,b,b,b,b,b,u,u,u,u,u,u,4,4,4,4,4,4
33414,155,零,零,零,零,零,零,uan,uan,uan,uan,uan,uan,3,3,3,3,3,3
33415,155,ch,ch,ch,ch,ch,ch,uang,uang,uang,uang,uang,uang,2,2,2,2,2,2
33416,155,ch,ch,ch,ch,ch,ch,uang,uang,uang,uang,uang,uang,2,2,2,2,2,2
33417,155,零,零,零,零,零,零,uang,uang,uang,uang,uang,uang,3,3,3,3,3,3
33418,155,零,零,零,零,零,零,uang,uang,uang,uang,uang,uang,3,3,3,3,3,3
33419,155,零,零,零,零,零,零,uang,uang,uang,uang,uang,uang,3,3,3,3,3,3
33420,155,z,z,z,z,z,z,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
33421,155,z,z,z,z,z,z,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
33422,155,z,z,z,z,z,z,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
33423,155,z,z,z,z,z,z,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
33424,155,sh,sh,sh,sh,sh,sh,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
33425,155,sh,sh,sh,sh,sh,sh,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
33426,155,sh,sh,sh,sh,sh,sh,ui,ui,ui,ui,ui,ui,3,3,3,3,3,3
33427,155,g,g,g,g,g,g,uo,uo,uo,uo,uo,uo,1,1,1,1,1,1
33428,155,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
33429,155,零,零,零,零,零,零,v,v,v,v,v,v,2,2,2,2,2,2
33430,155,l,l,l,l,l,l,v,v,v,v,v,v,2,2,2,2,2,2
33431,155,l,l,l,l,l,l,v,v,v,v,v,v,2,2,2,2,2,2
33432,155,x,x,x,x,x,x,ve,ve,ve,ve,ve,ve,3,3,3,3,3,3
33433,155,x,x,x,x,x,x,ve,ve,ve,ve,ve,ve,3,3,3,3,3,3
33434,155,零,零,零,零,零,零,vn,vn,vn,vn,vn,vn,2,2,2,2,2,2
33435,155,零,零,零,零,零,零,vn,vn,vn,vn,vn,vn,2,2,2,2,2,2
33436,155,zh,zh,zh,zh,zh,zh,ou,ou,ou,ou,ou,ou,1,1,1,1,1,1
33437,155,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
33438,155,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
33439,155,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
33440,155,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
33441,155,zh,zh,zh,zh,zh,zh,u,u,u,u,u,u,1,1,1,1,1,1
33442,155,sh,sh,sh,sh,sh,sh,an,an,an,an,an,an,1,1,1,1,1,1
33443,155,ch,ch,ch,ch,ch,ch,uan,uan,uan,uan,uan,uan,2,2,2,2,2,2
33444,155,m,m,m,m,m,m,ao,ao,ao,ao,ao,ao,1,1,1,1,1,1
33445,155,d,d,d,d,d,d,eng,eng,eng,eng,eng,eng,1,1,1,1,1,1
33446,155,q,q,q,q,q,q,iang,iang,iang,iang,iang,iang,1,1,1,1,1,1
33447,155,零,零,零,零,零,零,iao,iao,iao,iao,iao,iao,4,4,4,4,4,4
33448,155,零,零,零,零,零,零,iao,iao,iao,iao,iao,iao,4,4,4,4,4,4
33449,155,t,t,t,t,t,t,ou,ou,ou,ou,ou,ou,2,2,2,2,2,2
33450,155,t,t,t,t,t,t,u,u,u,u,u,u,3,3,3,3,3,3
33451,155,t,t,t,t,t,t,u,u,u,u,u,u,3,3,3,3,3,3
33452,155,t,t,t,t,t,t,u,u,u,u,u,u,3,3,3,3,3,3
33453,155,t,t,t,t,t,t,u,u,u,u,u,u,3,3,3,3,3,3
33454,155,l,l,l,l,l,l,a,a,a,a,a,a,1,1,1,1,1,1
33455,155,s,s,s,s,s,s,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
33456,155,l,l,l,l,l,l,a,a,a,a,a,a,1,1,1,1,1,1
33457,155,s,s,s,s,s,s,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
33458,155,l,l,l,l,l,l,a,a,a,a,a,a,1,1,1,1,1,1
33459,155,s,s,s,s,s,s,uo,uo,uo,uo,uo,uo,3,3,3,3,3,3
33460,155,sh,sh,sh,sh,sh,sh,a,a,a,a,a,a,1,1,1,1,1,1
33461,155,f,f,f,f,f,f,a,a,a,a,a,a,1,1,1,1,1,1
33462,155,sh,sh,sh,sh,sh,sh,a,a,a,a,a,a,1,1,1,1,1,1
33463,155,f,f,f,f,f,f,a,a,a,a,a,a,1,1,1,1,1,1
33464,155,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
33465,155,n,n,n,n,n,n,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
33466,155,n,n,n,n,n,n,iu,iu,iu,iu,iu,iu,2,2,2,2,2,2
33467,155,n,n,n,n,n,n,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
33468,155,c,c,c,c,c,c,ai,ai,ai,ai,ai,ai,3,3,3,3,3,3
33469,155,h,h,h,h,h,h,ong,ong,ong,ong,ong,ong,2,2,2,2,2,2
33470,155,c,c,c,c,c,c,an,an,an,an,an,an,1,1,1,1,1,1
33471,155,j,j,j,j,j,j,v,v,v,v,v,v,4,4,4,4,4,4
33472,155,zh,zh,zh,zh,zh,zh,ang,ang,ang,ang,ang,ang,4,4,4,4,4,4
33473,155,p,p,p,p,p,p,eng,eng,eng,eng,eng,eng,5,5,5,5,5,5
33474,155,p,p,p,p,p,p,ang,ang,ang,ang,ang,ang,2,2,2,2,2,2
33475,155,x,x,x,x,x,x,ie,ie,ie,ie,ie,ie,4,4,4,4,4,4
